,Phase,Formula,SG,Entry,Property,Units,Value
12100,32950,AgBi[CrO4]2,82,P20029621-6,energy gap,eV,4.4
12101,32954,KSr[CrO4],62,P20029625-6,energy gap,eV,4.0
12102,32956,KSr[MnO4],62,P20029627-6,energy gap,eV,4.5
12103,32959,Tl0.958V4O10,12,P20029628-5,energy gap,eV,4.6
12104,32966,Cs3ZrOF5,225,P20029635-6,energy gap,eV,5.5
12105,32969,Na2Ta2O5F2,12,P20029637-6,energy gap,eV,4.9
12106,32974,RbLi0.5V1.5F6,227,P20029640-6,energy gap,eV,3.8
12107,32975,Na0.95TaO2.95F0.05,99,P20029636-6,energy gap,eV,4.4
12108,32983,Mn22.6Si5.4C4,1,P20029647-6,energy gap,eV,3.8
12109,32984,DyBC,65,P20029650-6,energy gap,eV,4.3
12110,32985,DyB2C2,127,P20029648-5,energy gap,eV,3.3
12111,32986,DyB2C,135,P20029649-6,energy gap,eV,3.0
12112,32987,La0.5Sm0.5VO3,62,P20029655-6,energy gap,eV,5.1
12113,32988,La0.75Sm0.25VO3,140,P20029652-6,energy gap,eV,4.2
12114,32989,Gd0.5Er0.5VO3,62,P20029653-6,energy gap,eV,3.9
12115,32991,V[SO4][H2O],15,P20029659-6,energy gap,eV,4.5
12116,32992,V[SO4][H2O]4,14,P20029660-6,energy gap,eV,5.1
12117,32992,[VO][SO4][H2O]3,14,P20067221-6,energy gap,eV,3.6
12118,32993,GdVO3,62,P20029651-4,energy gap,eV,3.7
12119,32994,V[VO4]0.08[PO4]0.92O,85,P20029657-5,energy gap,eV,4.1
12120,32996,V[SO4][H2O]6,15,P20029658-6,energy gap,eV,4.9
12121,32997,KSr2Ta5O15,127,P20029663-6,energy gap,eV,5.0
12122,32999,KSr2Nb5O15,100,P20029662-6,energy gap,eV,4.0
12123,33000,KBa2Ta2.5Nb2.5O15,127,P20029666-6,energy gap,eV,4.3
12124,33002,KBa2Ta5O15,127,P20029665-6,energy gap,eV,5.2
12125,33003,[VO][PO4][H2O]2,129,P20029656-6,energy gap,eV,4.9
12126,33007,BaGe[PO4]2,12,P20029670-5,energy gap,eV,4.9
12127,33008,BaSn[PO4]2,12,P20029671-5,energy gap,eV,5.0
12128,33010,BaTi[PO4]2,12,P20029673-5,energy gap,eV,4.5
12129,33012,Mo3Ni0.625Se4,148,P20029678-6,energy gap,eV,3.8
12130,33013,Cu1.07Mo3Se4,148,P20029677-6,energy gap,eV,3.5
12131,33014,Ag0.5Mo3Se4,148,P20029675-6,energy gap,eV,3.7
12132,33017,OsPbO3,227,P20029680-6,energy gap,eV,4.0
12133,33018,Tl2[SO4]2,155,P20029682-6,energy gap,eV,5.2
12134,33026,AgTaWO6[H2O],227,P20029685-6,energy gap,eV,4.5
12135,33028,H5K[PO4]2,14,P20029689-6,energy gap,eV,3.7
12136,33028,H2K2[P2O6][H2O],14,P20060495-6,energy gap,eV,5.4
12137,33029,Zr0.45Nb0.55O1.1F1.8,221,P20029690-6,energy gap,eV,4.4
12138,33034,Tl1.66ZrF5.66,189,P20029695-6,energy gap,eV,4.7
12139,33035,NaSr2Nb5O15,100,P20029696-6,energy gap,eV,4.5
12140,33036,Na0.83Ba2.08Nb5O15,40,P20065571-6,energy gap,eV,4.5
12141,33038,KBaSrNb5O15,100,P20029699-6,energy gap,eV,5.0
12142,33039,NaBaCaNb5O15,100,P20029700-6,energy gap,eV,4.7
12143,33040,KSrCaNb5O15,100,P20029701-6,energy gap,eV,4.6
12144,33044,RbIn[SO4]2[H2O]4,14,P20029708-6,energy gap,eV,3.6
12145,33046,[NH4]In[SO4]2[H2O]4,4,P20029709-6,energy gap,eV,4.2
12146,33047,KBaCaNb5O15,100,P20029702-6,energy gap,eV,5.0
12147,33049,LiSnS2,164,P20029706-6,energy gap,eV,5.0
12148,33054,CsIn[SO4]2[H2O]2,15,P20029711-6,energy gap,eV,5.1
12149,33055,Sr2HfO4,139,P20029712-6,energy gap,eV,5.1
12150,33056,CsTl[SO4]2[H2O]2,15,P20029710-6,energy gap,eV,5.0
12151,33057,Sr3Hf2O7,139,P20029713-6,energy gap,eV,4.9
12152,33059,Sr4Hf3O10,139,P20029714-6,energy gap,eV,4.5
12153,33075,PbSnSeS2,62,P20029729-6,energy gap,eV,4.9
12154,33076,URh2O6,136,P20029731-6,energy gap,eV,4.3
12155,33077,K2[PO3F],62,P20029732-6,energy gap,eV,4.6
12156,33078,[NH4]2[PO3F],33,P20029733-6,energy gap,eV,4.1
12157,33079,Nb9Pb11O33.5,160,P20029730-6,energy gap,eV,4.2
12158,33081,Rb2[PO3F],62,P20029734-6,energy gap,eV,3.8
12159,33082,Na4SnS4,114,P20029735-6,energy gap,eV,5.4
12160,33084,K6Ta6.27O15F7.4,175,P20029736-6,energy gap,eV,4.2
12161,33087,AgErTe2,113,P20029738-6,energy gap,eV,4.8
12162,33088,AgDyTe2,156,P20029740-6,energy gap,eV,5.7
12163,33089,AgHoTe2,156,P20029741-6,energy gap,eV,5.6
12164,33090,AgErTe2,156,P20029742-6,energy gap,eV,5.6
12165,33092,AgYTe2,113,P20029739-6,energy gap,eV,5.0
12166,33093,AgTmTe2,164,P20029743-6,energy gap,eV,4.1
12167,33094,AgLuTe2,156,P20029744-6,energy gap,eV,5.0
12168,33096,MgSn[SO4]3,167,P20029747-6,energy gap,eV,5.1
12169,33097,AgYTe2,156,P20029745-6,energy gap,eV,5.6
12170,33099,NiSn[SO4]3,167,P20029748-6,energy gap,eV,5.1
12171,33100,MnSn[SO4]3,167,P20029749-6,energy gap,eV,4.8
12172,33101,ZnSn[SO4]3,167,P20029750-6,energy gap,eV,5.3
12173,33102,AgHoTe2,113,P20029737-6,energy gap,eV,5.4
12174,33103,CdSn[SO4]3,167,P20029751-6,energy gap,eV,4.9
12175,33104,CoSn[SO4]3,167,P20029752-6,energy gap,eV,5.4
12176,33106,Na3RuO4,12,P20029753-6,energy gap,eV,4.8
12177,33106,Na2.1Ru4O9,12,P20057604-5,energy gap,eV,3.1
12178,33108,Nb0.33V0.67O1.67F0.33,136,P20029756-6,energy gap,eV,4.5
12179,33109,Ti0.67Nb0.33O1.67F0.33,136,P20029754-6,energy gap,eV,4.5
12180,33110,Sr2TlNb5O15,100,P20029757-6,energy gap,eV,4.6
12181,33111,Li0.5Sr0.5La1.5Fe0.5O4,139,P20029761-6,energy gap,eV,4.8
12182,33113,BaSrTlNb5O15,100,P20029758-6,energy gap,eV,4.6
12183,33114,BaCaTlNb5O15,100,P20029759-6,energy gap,eV,4.5
12184,33117,CaAl2[NH2]8[NH3],15,P20029763-6,energy gap,eV,4.0
12185,33121,NaAl[SO4]2,62,P20029770-6,energy gap,eV,4.7
12186,33122,LaSCl,57,P20029769-6,energy gap,eV,4.7
12187,33124,NaCr[SO4]2,62,P20029771-6,energy gap,eV,4.5
12188,33125,RbFe[SO4]2,150,P20029772-6,energy gap,eV,4.6
12189,33126,Cs0.28K0.72Fe[SO4]2,150,P20029773-6,energy gap,eV,4.3
12190,33128,SrNb0.2V0.8O3,221,P20029776-6,energy gap,eV,3.5
12191,33129,CsFe[SO4]2,150,P20029774-6,energy gap,eV,4.1
12192,33130,BaNb0.5V0.5O3,221,P20029778-6,energy gap,eV,3.7
12193,33131,BaTa0.5V0.5O3,221,P20029777-6,energy gap,eV,3.9
12194,33132,UTi2O6,12,P20029780-6,energy gap,eV,5.2
12195,33134,SrTa0.5V0.5O3,221,P20029779-6,energy gap,eV,3.9
12196,33137,[NH4]2Ni[SO4]2[H2O]6,14,P20029785-6,energy gap,eV,3.6
12197,33138,[NH4]2Be2CoF8[H2O]6,14,P20029786-6,energy gap,eV,5.0
12198,33147,NaScW2O8,13,P20029793-6,energy gap,eV,4.5
12199,33149,NaW2GaO8,13,P20029795-6,energy gap,eV,4.3
12200,33153,HgMn3N,221,P20029798-6,energy gap,eV,3.7
12201,33163,Nd5Mo3O16,222,P20029806-6,energy gap,eV,5.0
12202,33164,Sr2W0.8Fe1.2O5.96,225,P20029808-6,energy gap,eV,3.5
12203,33165,Sr2Cr1.33W0.67O6,225,P20029807-5,energy gap,eV,4.2
12204,33166,NaTl3[SO3]2,164,P20029812-6,energy gap,eV,4.0
12205,33168,CaGaN,129,P20029811-6,energy gap,eV,3.7
12206,33170,EuYb2O4,62,P20029813-6,energy gap,eV,3.5
12207,33171,Cd0.69Ce0.31[MoO4],88,P20029814-6,energy gap,eV,4.6
12208,33178,Na2[PO3F],19,P20029818-6,energy gap,eV,5.7
12209,33179,Rb3Na[PO3F]2,164,P20029819-6,energy gap,eV,5.2
12210,33184,Zn1.2Mn1.2Sn0.6O4,227,P20029825-6,energy gap,eV,4.1
12211,33186,Tm2[Si2O7],14,P20029821-6,energy gap,eV,4.6
12212,33193,Ag2Nb2O5F2,46,P20029828-6,energy gap,eV,4.2
12213,33195,Mo6TeBr10,56,P20029831-6,energy gap,eV,5.0
12214,33200,Mo6TeI10,56,P20029832-6,energy gap,eV,5.3
12215,33205,NaCa4Nb5O17,58,P20029835-6,energy gap,eV,2.9
12216,33208,Li[NH4][PO3F],14,P20029836-6,energy gap,eV,4.8
12217,33209,CoSb2O6,136,P20029837-6,energy gap,eV,4.5
12218,33215,KNbO3,38,P20029840-5,energy gap,eV,5.1
12219,33216,KNbO2.92F0.08,38,P20029841-6,energy gap,eV,4.3
12220,33217,KNbO2F,221,P20029839-5,energy gap,eV,4.9
12221,33220,Mo0.50Mn0.50As,62,P20029846-6,energy gap,eV,2.9
12222,33221,V0.5Mo0.5As,62,P20029845-6,energy gap,eV,4.1
12223,33224,K2CuP4O12,9,P20029847-6,energy gap,eV,5.4
12224,33225,Th[MoO4]2,61,P20029848-6,energy gap,eV,3.6
12225,33226,BaSn[BO3]2,148,P20029849-6,energy gap,eV,4.5
12226,33229,S7[NH],62,P20040395-6,energy gap,eV,5.3
12227,33229,S3[NH],62,P20054461-6,energy gap,eV,4.6
12228,33229,S[NH],62,P20078373-6,energy gap,eV,4.0
12229,33231,USO,129,P20029852-4,energy gap,eV,5.0
12230,33235,Fe3O3.5F0.5,227,P20029859-6,energy gap,eV,4.3
12231,33238,MgAgF3,221,P20029860-6,energy gap,eV,5.3
12232,33246,Cd0.5Pr3GeS7,173,P20029866-6,energy gap,eV,3.6
12233,33248,Nb2CrSe4,12,P20029867-6,energy gap,eV,3.8
12234,33249,LiHoW2O8,13,P20029868-6,energy gap,eV,4.0
12235,33251,Cd[OH]2,164,P20029871-5,energy gap,eV,3.9
12236,33255,CeSi0.33S0.67,225,P20029875-6,energy gap,eV,4.5
12237,33257,PbSbBr0.75O2.125,139,P20029880-6,energy gap,eV,5.5
12238,33258,PbSbBrO2,63,P20029878-6,energy gap,eV,5.7
12239,33260,CaNbO3,62,P20029885-6,energy gap,eV,3.4
12240,33264,Ca2GeS4,62,P20029886-6,energy gap,eV,4.6
12241,33265,PbSbCl0.75O2.125,139,P20029881-6,energy gap,eV,5.6
12242,33267,CsFe2F6,62,P20029889-6,energy gap,eV,6.0
12243,33268,Sr2GeS4,11,P20029887-6,energy gap,eV,4.3
12244,33270,[NH4]Fe2F6,62,P20029888-6,energy gap,eV,4.5
12245,33274,HLi[PHO3],33,P20029892-6,energy gap,eV,3.8
12246,33279,Dy0.67Mo0.33O1.58,225,P20029895-5,energy gap,eV,3.2
12247,33280,Yb0.67Mo0.33O1.68,225,P20029894-4,energy gap,eV,2.9
12248,33281,BaU2S5,62,P20029898-6,energy gap,eV,4.4
12249,33288,Zn3[NO3]2[OH]4,14,P20029903-6,energy gap,eV,5.0
12250,33290,KTaGe3O9,188,P20029906-6,energy gap,eV,4.1
12251,33291,KTaGe1.5Si1.5O9,188,P20029907-6,energy gap,eV,4.5
12252,33292,V2Re2O11,36,P20029904-6,energy gap,eV,4.6
12253,33293,Rb0.5Ba0.5Ta0.5Sn0.5Ge3O9,188,P20029908-6,energy gap,eV,4.7
12254,33294,BaSnGe3O9,188,P20029911-6,energy gap,eV,5.0
12255,33296,Pb2Sn2O6[H2O]0.15,227,P20029913-6,energy gap,eV,5.2
12256,33298,HgB4O7,61,P20029912-6,energy gap,eV,4.3
12257,33299,K0.5Nb0.5W0.5O3[H2O]0.5,227,P20108478-6,energy gap,eV,4.2
12258,33300,Sm0.75Nb0.25O1.75,225,P20029916-6,energy gap,eV,3.5
12259,33303,W0.3Mo2.7Mn2O8,186,P20029918-6,energy gap,eV,3.6
12260,33304,W0.3Mo2.7Co2O8,186,P20029919-6,energy gap,eV,3.7
12261,33306,KNbWO6,227,P20029914-6,energy gap,eV,3.7
12262,33308,Ca[NO3]2[H2O]4,14,P20029922-6,energy gap,eV,3.8
12263,33312,K2LiCrF6,225,P20029925-6,energy gap,eV,5.7
12264,33316,Ni0.875Se0.375S0.625,194,P20029929-4,energy gap,eV,3.5
12265,33317,Li0.9V5.1Mo0.9O15,12,P20029930-6,energy gap,eV,3.2
12266,33319,Al12PbO19,194,P20029934-6,energy gap,eV,4.7
12267,33321,Al2PbO4,4,P20029933-6,energy gap,eV,4.6
12268,33322,[VO][ReO4]2,36,P20029932-6,energy gap,eV,5.0
12269,33324,Ta2VO6,136,P20029936-6,energy gap,eV,4.4
12270,33325,V2WO6,136,P20029937-6,energy gap,eV,4.2
12271,33328,U6Si11O,189,P20029938-6,energy gap,eV,3.6
12272,33332,LiFe2F6,102,P20029943-6,energy gap,eV,6.5
12273,33333,V1.33W0.67O5,139,P20029942-6,energy gap,eV,4.1
12274,33334,H2Ba2[C2O4]3[H2O]2,14,P20029944-6,energy gap,eV,4.9
12275,33335,Ag2.5Ta2.5W2.5O15,127,P20029945-6,energy gap,eV,3.9
12276,33338,Ti4.2Cr1.8Ge5,71,P20029948-6,energy gap,eV,3.2
12277,33341,UNb3O10,70,P20029949-6,energy gap,eV,3.8
12278,33345,Fe[AsO4][H2O]2,61,P20029952-6,energy gap,eV,4.2
12279,33346,Fe[AsO4],62,P20029953-6,energy gap,eV,3.9
12280,33347,Fe[AsO4],152,P20029954-6,energy gap,eV,4.8
12281,33348,Ni[SO4][H2O],15,P20029955-6,energy gap,eV,4.8
12282,33350,BeCuF4[H2O]5,2,P20029956-6,energy gap,eV,4.7
12283,33351,Na2CS3,15,P20029957-5,energy gap,eV,4.6
12284,33354,UTi0.33Nb2.67O10,70,P20029958-6,energy gap,eV,4.0
12285,33360,SrU0.18W0.15Fe0.67O3,221,P20029962-6,energy gap,eV,3.8
12286,33361,Sr2UFeO6,225,P20029963-6,energy gap,eV,4.2
12287,33362,[NH4]2BeF4,62,P20029966-5,energy gap,eV,4.0
12288,33362,[NH4]2BeF4,62,P20044835-6,energy gap,eV,4.1
12289,33363,VBrO,59,P20029964-6,energy gap,eV,4.8
12290,33364,VClO,59,P20029965-6,energy gap,eV,5.5
12291,33365,BaNi2[AsO4]2,148,P20029967-6,energy gap,eV,5.1
12292,33366,As[PO4],62,P20029970-6,energy gap,eV,5.3
12293,33367,Ti3V3Ge2.5Si2.5,72,P20029969-6,energy gap,eV,3.8
12294,33368,Cu1.1Ti0.1Fe1.8O4,141,P20029972-5,energy gap,eV,4.4
12295,33371,LaNiD3.7,63,P20029974-6,energy gap,eV,4.5
12296,33373,YBrO,129,P20029978-6,energy gap,eV,5.5
12297,33375,GdBrO,129,P20029979-6,energy gap,eV,4.9
12298,33376,La0.575Y0.4BrO,129,P20029980-6,energy gap,eV,3.5
12299,33377,La0.5Gd0.5BrO,129,P20029981-6,energy gap,eV,4.5
12300,33378,In0.1Pb0.8Bi0.1F2.2,225,P20029982-6,energy gap,eV,5.4
12301,33379,LaBrO,129,P20029977-6,energy gap,eV,4.5
12302,33385,Pr0.5Zr0.5O1.915,225,P20029988-6,energy gap,eV,2.5
12303,33386,Ho0.20Zr0.80O1.9,225,P20029990-6,energy gap,eV,2.9
12304,33388,Tm0.2Zr0.8O1.9,225,P20029991-5,energy gap,eV,3.3
12305,33390,Ba3Er4O9,146,P20029993-6,energy gap,eV,2.2
12306,33392,Pr2Zr2O7,227,P20029995-6,energy gap,eV,4.3
12307,33393,Mg2La3[SiO4]2[PO4]O,176,P20029996-6,energy gap,eV,6.0
12308,33394,Ca2La3[SiO4]2[PO4]O,176,P20029997-6,energy gap,eV,4.8
12309,33396,Ba2La3[SiO4]2[PO4]O,176,P20029999-6,energy gap,eV,4.9
12310,33398,KY[MoO4]2,60,P20030000-6,energy gap,eV,4.6
12311,33399,KY0.8Nd0.2[MoO4]2,60,P20030001-6,energy gap,eV,3.6
12312,33400,Ti0.33Ta0.33Cr0.33O2,136,P20030002-6,energy gap,eV,4.3
12313,33401,Ti0.33Ta0.33Fe0.33O2,136,P20030003-6,energy gap,eV,4.4
12314,33402,CeTiNbO6,62,P20030004-6,energy gap,eV,4.8
12315,33405,Mg0.5Zn0.5Fe2O4,227,P20030008-5,energy gap,eV,3.8
12316,33406,TbB3O6,62,P20030007-6,energy gap,eV,4.1
12317,33408,Ca1.5Gd1.5Fe3.5Ge1.5O12,230,P20030013-6,energy gap,eV,4.4
12318,33409,Ca3Fe2[SiO4]3,230,P20030010-6,energy gap,eV,4.5
12319,33410,Ca3Fe2[GeO4]3,230,P20030011-6,energy gap,eV,4.5
12320,33411,Ca1.5Gd1.5Fe3.5Si1.5O12,230,P20030012-6,energy gap,eV,4.1
12321,33413,Eu0.5Gd0.5TaO4,15,P20030016-6,energy gap,eV,4.1
12322,33414,Eu0.33Gd0.33Ta2O6,47,P20030015-6,energy gap,eV,4.3
12323,33417,MgCu0.1Cr1.9O4,227,P20030018-6,energy gap,eV,3.8
12324,33418,Tl0.33Pb0.33Bi0.34S,225,P20030020-6,energy gap,eV,5.2
12325,33419,Tl0.3Pb0.4Bi0.3S,160,P20030021-6,energy gap,eV,1.7
12326,33421,YPo,225,P20030023-6,energy gap,eV,5.9
12327,33422,In0.5Sb0.5O2,136,P20030024-6,energy gap,eV,5.3
12328,33424,KBiP4O12,14,P20030025-6,energy gap,eV,5.0
12329,33425,Na2Zr[MoO4]3,15,P20030026-6,energy gap,eV,4.3
12330,33426,Dy3Ga5O12,230,P20030028-6,energy gap,eV,4.8
12331,33428,Pr0.67Ni0.33O1.33,225,P20030029-6,energy gap,eV,3.0
12332,33429,CaEuGa3O7,113,P20030031-6,energy gap,eV,4.2
12333,33434,Pb2Bi2Te5,164,P20030032-6,energy gap,eV,5.4
12334,33436,K3TbF6,139,P20030034-6,energy gap,eV,6.6
12335,33439,H12CaB12[H2O]8,19,P20030036-6,energy gap,eV,4.5
12336,33440,Li[IO3],173,P20030038-4,energy gap,eV,4.7
12337,33442,BeSm2Ga2O7,113,P20030040-6,energy gap,eV,4.8
12338,33443,BeNd2Ga2O7,113,P20030041-6,energy gap,eV,5.1
12339,33444,BeLa2Ga2O7,113,P20030039-6,energy gap,eV,5.0
12340,33447,Ca3V1.5Fe3.5O12,230,P20030043-6,energy gap,eV,4.1
12341,33448,Ca3Ti0.4V1.3Fe3.3O12,230,P20030044-6,energy gap,eV,3.8
12342,33453,AgW2InO8,13,P20030045-6,energy gap,eV,4.2
12343,33454,K0.5Ba2.5Ti0.5Nb4.5O15,127,P20030049-6,energy gap,eV,4.3
12344,33455,K0.5Sr2.5Ti0.5Nb4.5O15,127,P20030050-6,energy gap,eV,4.5
12345,33456,CdTe0.7Se0.15S0.15,216,P20030046-6,energy gap,eV,4.8
12346,33457,CdTe0.6Se0.2S0.2,186,P20030047-6,energy gap,eV,4.5
12347,33464,Na0.5Sr2.5Nb4.75Ga0.25O15,127,P20030057-6,energy gap,eV,4.3
12348,33467,Na0.25Ca2.5Nb4.75Ga0.25O15,127,P20030058-6,energy gap,eV,4.5
12349,33468,K0.5Sr2.5Nb4.75Cr0.25O15,127,P20030063-6,energy gap,eV,3.2
12350,33470,K0.5Ba2.5Nb4.75Ga0.25O15,127,P20030062-6,energy gap,eV,3.9
12351,33472,K0.5Ca2.5Nb4.75Cr0.25O15,127,P20030064-6,energy gap,eV,4.3
12352,33473,K0.5Ba2.5Nb4.75Fe0.25O15,127,P20030065-6,energy gap,eV,3.9
12353,33474,Rb2SmNb5O15,127,P20030067-6,energy gap,eV,5.0
12354,33476,RbNb5Pb2O15,127,P20030070-6,energy gap,eV,4.5
12355,33479,Ba3Cu0.33Nb4.67O15,127,P20030075-6,energy gap,eV,4.1
12356,33480,Sr3Nb4.5Cr0.5O15,127,P20030076-6,energy gap,eV,4.3
12357,33481,RbTa5Pb2O15,127,P20030069-6,energy gap,eV,4.6
12358,33482,Ba2AgTa5O15,127,P20030072-6,energy gap,eV,5.1
12359,33483,Ba3Zn0.33Ta4.67O15,127,P20030073-6,energy gap,eV,3.9
12360,33484,Ba3HfTa4O15,100,P20030079-6,energy gap,eV,4.0
12361,33485,Ba3Nb4.5In0.5O15,127,P20030077-6,energy gap,eV,4.2
12362,33487,K3UF6,139,P20030081-6,energy gap,eV,6.3
12363,33488,Ba3Nb4SnO15,100,P20030080-6,energy gap,eV,4.8
12364,33490,Ba3ZrNb4O15,100,P20030048-6,energy gap,eV,3.5
12365,33493,Cs3UF6,139,P20030082-6,energy gap,eV,6.7
12366,33494,K0.67U0.33F2,225,P20030084-6,energy gap,eV,2.3
12367,33502,Cd0.25Nd0.25Ta0.375Cr0.125O1.75,225,P20030094-6,energy gap,eV,3.4
12368,33503,Cd0.25Pr0.25Ta0.375Cr0.125O1.75,225,P20030093-6,energy gap,eV,3.4
12369,33504,Cd0.25La0.25Ta0.375Cr0.125O1.75,225,P20030091-6,energy gap,eV,2.9
12370,33506,Cd0.25Sm0.25Ta0.375Cr0.125O1.75,225,P20030095-6,energy gap,eV,3.3
12371,33507,Cd0.25Eu0.25Ta0.375Cr0.125O1.75,225,P20030096-6,energy gap,eV,3.8
12372,33508,Cd0.25Gd0.25Ta0.375Cr0.125O1.75,225,P20030097-6,energy gap,eV,2.7
12373,33510,Cd0.25Yb0.25Ta0.375Cr0.125O1.75,225,P20030103-6,energy gap,eV,2.9
12374,33511,Cd0.25Dy0.25Ta0.375Cr0.125O1.75,225,P20030099-6,energy gap,eV,3.7
12375,33515,Cd0.25Lu0.25Ta0.375Cr0.125O1.75,225,P20030104-6,energy gap,eV,3.2
12376,33516,PrP3O9,20,P20030105-6,energy gap,eV,5.0
12377,33517,SmP3O9,14,P20030107-6,energy gap,eV,5.4
12378,33519,YbP3O9,14,P20030108-6,energy gap,eV,5.1
12379,33520,ErP3O9,6,P20030110-6,energy gap,eV,5.1
12380,33523,HoP3O9,14,P20030111-6,energy gap,eV,5.3
12381,33524,YP3O9,14,P20030113-6,energy gap,eV,5.2
12382,33526,DyP3O9,14,P20030112-6,energy gap,eV,4.6
12383,33527,Fe0.5Bi12P0.5O20,197,P20030116-6,energy gap,eV,5.3
12384,33528,V0.5Bi12B0.5O20,197,P20030119-6,energy gap,eV,5.3
12385,33529,V0.5Al0.5Bi12O20,197,P20030120-6,energy gap,eV,5.2
12386,33530,V0.5Ga0.5Bi12O20,197,P20030121-6,energy gap,eV,5.3
12387,33531,Bi12B0.5P0.5O20,197,P20030117-6,energy gap,eV,5.5
12388,33532,In0.5Bi12P0.5O20,197,P20030118-6,energy gap,eV,5.5
12389,33533,V0.5In0.5Bi12O20,197,P20030122-6,energy gap,eV,5.3
12390,33534,CrBi12O20,197,P20030123-6,energy gap,eV,5.3
12391,33535,Bi11.95As0.83O20,197,P20030124-6,energy gap,eV,5.4
12392,33536,V0.5Fe0.5Bi12O20,197,P20030125-6,energy gap,eV,5.1
12393,33537,Al0.5Bi12P0.5O20,197,P20030126-6,energy gap,eV,5.4
12394,33538,Zn0.33Bi12P0.67O20,197,P20030127-6,energy gap,eV,5.6
12395,33539,Tb2[SiO4]O,15,P20030128-5,energy gap,eV,3.8
12396,33540,Ho2[SiO4]O,15,P20030130-5,energy gap,eV,4.1
12397,33541,Er2[SiO4]O,15,P20030131-5,energy gap,eV,3.9
12398,33542,Tm2[SiO4]O,15,P20030132-5,energy gap,eV,4.8
12399,33543,Dy2[SiO4]O,15,P20030135-5,energy gap,eV,3.7
12400,33545,Lu2[SiO4]O,15,P20030134-5,energy gap,eV,3.9
12401,33546,Sr2Nd3[VO4][SiO4]2O,176,P20030136-6,energy gap,eV,5.8
12402,33547,Ca2Nd3[SiO4]2[PO4]O,176,P20030141-5,energy gap,eV,6.1
12403,33548,Sr2Nd3[SiO4]2[AsO4]O,176,P20030137-6,energy gap,eV,6.3
12404,33549,Ca2La3[SiO4]2[AsO4]O,176,P20030143-6,energy gap,eV,6.0
12405,33550,Sr2Nd3[SiO4]2[PO4]O,176,P20030138-6,energy gap,eV,5.3
12406,33551,Ca2Nd3[VO4][SiO4]2O,176,P20030139-6,energy gap,eV,6.0
12407,33552,Ca2Nd3[SiO4]2[AsO4]O,176,P20030140-6,energy gap,eV,5.3
12408,33553,Ca2La3[VO4][SiO4]2O,176,P20030142-6,energy gap,eV,5.5
12409,33554,Yb2Rh3Ga9,63,P20030144-6,energy gap,eV,3.1
12410,33555,Tm2Rh3Ga9,63,P20030145-6,energy gap,eV,3.2
12411,33556,Er2Rh3Ga9,63,P20030146-6,energy gap,eV,3.2
12412,33557,Ho2Rh3Ga9,63,P20030147-6,energy gap,eV,3.0
12413,33558,Dy2Rh3Ga9,63,P20030148-6,energy gap,eV,3.2
12414,33559,Tb2Rh3Ga9,63,P20030149-6,energy gap,eV,3.0
12415,33562,Y2Ir3Ga9,63,P20030152-6,energy gap,eV,3.2
12416,33563,Yb2Ir3Ga9,63,P20030153-6,energy gap,eV,3.2
12417,33564,Gd2Ir3Ga9,63,P20030159-6,energy gap,eV,3.1
12418,33565,Dy2Ir3Ga9,63,P20030157-6,energy gap,eV,3.1
12419,33566,Tb2Ir3Ga9,63,P20030158-6,energy gap,eV,3.1
12420,33567,Tm2Ir3Ga9,63,P20030154-6,energy gap,eV,3.1
12421,33568,Er2Ir3Ga9,63,P20030155-6,energy gap,eV,3.1
12422,33569,Ho2Ir3Ga9,63,P20030156-6,energy gap,eV,3.0
12423,33570,Sm2Ir3Ga9,63,P20030160-6,energy gap,eV,3.2
12424,33571,Pb0.1Sn0.9Te0.1S0.9,62,P20030161-6,energy gap,eV,4.7
12425,33579,Dy2Mn2O7,227,P20030172-6,energy gap,eV,5.0
12426,33580,Ag0.33Hg0.34In0.33Te,216,P20030169-6,energy gap,eV,1.8
12427,33582,Tb2Mn2O7,227,P20030171-6,energy gap,eV,5.1
12428,33583,Y2Mn2O7,227,P20030173-6,energy gap,eV,5.3
12429,33584,Yb2Mn2O7,227,P20030177-6,energy gap,eV,4.8
12430,33585,Lu2Mn2O7,227,P20030178-6,energy gap,eV,4.8
12431,33586,Ho2Mn2O7,227,P20030174-6,energy gap,eV,4.9
12432,33587,Er2Mn2O7,227,P20030175-6,energy gap,eV,4.7
12433,33589,Mn2In2O7,227,P20030179-5,energy gap,eV,4.8
12434,33591,Ba2.5Ta4.25Ga0.75Bi0.5O15,127,P20030183-6,energy gap,eV,4.5
12435,33592,Ba2.5Ta4.25Fe0.75Bi0.5O15,127,P20030181-6,energy gap,eV,4.6
12436,33593,Ba3Ta4.5Fe0.5O15,100,P20030182-6,energy gap,eV,3.1
12437,33595,Ba2.5Ta4.25Mn0.75Bi0.5O15,127,P20030185-6,energy gap,eV,4.7
12438,33596,Ba3Ta4.5Mn0.5O15,100,P20030186-6,energy gap,eV,3.4
12439,33597,Ba2.5Sc0.75Ta4.25Bi0.5O15,127,P20030187-6,energy gap,eV,4.6
12440,33598,Ba2.5Nb4.25Mn0.75Bi0.5O15,127,P20030189-6,energy gap,eV,4.2
12441,33599,Ba3Sc0.5Ta4.5O15,127,P20030188-6,energy gap,eV,3.6
12442,33600,Ba2.5Sc0.75Nb4.25Bi0.5O15,127,P20030191-6,energy gap,eV,4.5
