,phase,predicted bg eV,true bg eV
18813,Al Ge Li O P,4.06742120315482,4.7
18302,Ag Cs Nb P S,4.0747030414892,4.4
25456,F Gd Th,5.848391738573359,5.5
12006,Ca O Ti Zr,4.5120876897646145,4.1
40118,Cr La Ni Ti,4.062519526634685,3.9
21652,Mg O Si Zr,4.5114881327380765,4.7
15279,Mg Nb O Sn,4.527973359357233,4.7
32106,Bi I Nd O,5.282379287812984,5.5
4055,B Ho Mo,4.058988365115656,3.5
31864,Ge Na O Te,4.527973359357233,5.0
21028,Ba Cu S U,4.527973359357233,5.0
3583,Co P W,4.058988365115656,3.4
1048,B Cr Sc,4.058988365115656,3.9
6318,Cd La Nb O Zr,4.074179673844825,4.6
19587,Al Pd Sr,4.058988365115656,3.5
27938,Cu Er P Zn,4.522350470486193,4.3
25264,Ca Cs Nb O P,4.089864874350884,3.9
10454,In S Si Tl,4.495773456364534,4.8
38280,Cu Eu K Te,4.070952364673849,4.8
3038,S Sn Te,4.800213194808578,5.1
23560,La S Si Sn,4.499275142016078,4.7
15150,N Nb O,4.527973359357233,4.2
5306,Ce P Pd,4.065717359938177,3.4
19381,Ag Ba S Sb,4.527973359357233,4.1
23134,Er F Na Rb Y,5.011639943212909,5.9
31605,Li Pd S,4.527973359357233,5.0
241,Ce Sb,4.065717359938177,4.6
26305,Cs Se Sn,4.499275142016078,5.3
12021,Ca O Si Sm,4.51498981838962,5.2
3079,Al Sm Tm,4.058988365115656,3.7
4692,Ce N O Si,4.534461084299648,5.2
18908,Cs F Mn Mo O,4.975291506062292,5.0
29004,Bi H K Na O Si,4.534229944411796,4.5
4137,Bi In P,4.522350470486193,4.5
4168,Al Dy V,4.058988365115656,3.4
17220,C Mn O S,4.527973359357233,5.2
31359,Ga H K O Si W,4.536834847924909,4.1
15768,Cl H La O,5.627811267943844,5.5
2943,Cs F Th,5.679749442122709,6.6
128,Bi Ni,4.065717359938177,4.5
10184,Fe Ho Sn,4.058988365115656,3.4
7698,Lu Rh Si,4.062215674286633,3.2
25569,Ag K S,4.527973359357233,3.7
34,Cd Ce S Si,4.527973359357233,4.3
39345,Cl Cs Li Sm,5.721555323802529,6.2
32223,Cl Nd O Si,5.207245374631241,5.2
34401,As Cl Cu La O,4.982053861897558,4.2
24010,Br C O Os,5.212836428102395,4.5
13264,Co H O Se,4.562311629645546,4.8
22575,Pt Sn Yb,4.058988365115656,3.7
19327,Eu Rb S Sc,4.527973359357233,4.8
36236,Bi Er O Sr,4.527973359357233,4.3
3423,Li Tl,4.062215674286633,5.0
32611,I Nd Rb,5.931820871940605,6.8
21160,Al F K O S,4.979669656836141,6.1
467,Sn V,4.062215674286633,4.0
2204,As K O,4.527973359357233,5.2
5452,As Mn P,4.522350470486193,4.9
17872,Ca Fe O Sc Si,4.527973359357233,4.6
39951,Cl S Zn,5.652083733139494,4.7
2303,F Nd Sr,5.879095379788978,3.4
31587,Ba Bi Fe Gd O Sr Ti,4.494971223569024,4.3
31581,Cd Mg Sb,4.522350470486193,5.3
27338,Ba Bi I Nb O Sr,5.129507345025749,4.7
20822,C Cr O Te,4.527973359357233,5.5
15388,Al O Sm Sr,4.505358694942094,4.8
14263,Rh Sb Se,4.534461084299648,3.8
5755,P Sb Ti,4.062215674286633,3.8
36559,Cl Cs Ga,5.9679472799614235,4.6
13430,As Ba Hf,4.077930350660176,3.1
19619,K P Pr S,4.074150197977342,5.0
21541,Be Mn O S Si Zn,4.527973359357233,5.1
29019,Ba Cl F Na,5.602198165048485,4.2
35642,N Sr V,4.081432036311719,4.0
19197,Fe K Ni O P,4.0831358795283625,4.3
8013,Cr Cs Lu Mo O,4.0747030414892,4.4
4621,O Rb S,4.527973359357233,5.6
9540,Na Nb Te,4.793725469866164,4.7
11181,Cl K Pd,5.959047880299811,5.9
6907,Mn O S Sn,4.537413771313109,4.8
27469,Ga In Ni Y,4.058988365115656,3.3
15980,Cd Cs Ho Se,4.08636318869934,4.1
13349,Br Li Sm,5.900742336221762,6.5
17470,B Nd Pt,4.058988365115656,3.3
19628,Na O Te Th,4.803165881822041,5.2
1985,Hg I Te,5.64747985479232,5.4
31200,Ce Ge In Rh,4.065717359938177,4.3
13376,Cl Cs Mn Zr,5.722160287324738,6.0
20900,F Ge Ho Li O,5.129330139706444,5.4
2683,Ag Mo O,4.527973359357233,4.6
33630,Bi Ni Tb,4.065717359938177,3.9
39310,Br P Si Te,5.276179716067495,4.3
3030,O U V,4.065717359938177,4.6
36276,C H Mo Na O S,4.534229944411796,4.2
15691,H O U V Zn,4.5120876897646145,4.2
19253,Br C H Mn O Ru,4.952888967787526,5.2
23458,B Cl H O Zr,5.120702712888002,4.9
7110,Ga Ir Tm,4.058988365115656,3.1
4765,Li Na O S,4.527973359357233,5.3
27337,Bi Cl Nb O Sr,4.982053861897558,4.8
16555,La O S Ti,4.537413771313109,5.7
35062,Fe Lu Mo O,4.06742120315482,3.8
30091,Cl O Re S,5.249691044509394,5.3
17656,Co H O S U,4.562311629645546,4.9
30977,Ag Ba Mn O Se,4.0831358795283625,5.1
772,Cl Ho,5.878103967592611,6.4
36183,C Ca Na O Pb,4.070952364673849,5.1
25892,Cs Ni O Si,4.527973359357233,5.0
9799,Al B Ni Ti,4.058988365115656,2.5
8561,Ni O Pb W,4.537413771313109,4.3
9041,Ba O Pa,4.5120876897646145,3.7
10211,C In Nb,4.058988365115656,3.9
6136,Nd O P Rb,4.537413771313109,4.6
38440,Cs P S Ti,4.534461084299648,4.4
24597,Ga O Yb Zn,4.505358694942094,4.4
1282,F Hf Yb,5.830311205175849,5.5
8250,F Rb Sn,5.9679472799614235,6.7
2921,Ce Fe Si,4.065717359938177,4.4
28987,Bi La O Si,4.527973359357233,5.3
20737,O Sb Sr Y,4.065717359938177,3.5
33865,Cl Co H N Sn,4.921570892516565,5.3
39600,Cl Cs Ru,5.967308209103106,5.9
9747,Rh Si U,4.058988365115656,3.0
19069,Co In Y,4.058988365115656,4.6
388,Cr S,4.489644018568552,4.3
9641,Ba Co Nb S,4.074150197977342,4.7
21711,Ba Nd O Pd,4.527973359357233,4.7
26473,B Er Na O,4.06742120315482,4.8
16641,Gd H I O,5.113320634225607,6.1
2246,C N Th,4.0747030414892,4.4
20464,Cr O Sb Sn,4.537413771313109,5.0
8840,Ca O Re Sc,4.5120876897646145,3.7
17378,Mn Si Zr,4.058988365115656,3.7
27291,Cr Mn O Sb,4.527973359357233,4.3
15161,Hf Ni Ti Zr,4.062215674286633,3.1
2778,Fe O Yb,4.505358694942094,3.1
23165,La Se Y,4.496373013391072,5.2
26528,Cl H N O Re Ru,5.23165700480644,4.7
15527,Ce Gd Mg O P,4.074150197977342,4.3
11810,B Ru Th,4.058988365115656,3.5
25394,F Pb Tm,5.745103973725486,5.5
24157,Ba Cr O Ti,4.527973359357233,4.6
39838,Ba Be F Pb,5.126823544396498,5.6
33355,Br Ce N S,5.209426283770146,4.5
412,Gd Si,4.062215674286633,4.0
17930,Cd Cs Gd Te,4.08636318869934,4.4
523,Ag Y,4.058988365115656,3.0
27083,Cl Co Fe O Sr,4.727279733527334,5.2
23543,Ca F Na Y,5.5866012862662044,6.2
18137,Eu O Rh,4.5120876897646145,4.0
29790,Fe H Ni O S,4.536834847924909,4.4
32390,Cr O Pb Rb,4.537413771313109,4.5
664,Al Cu Ru,4.058988365115656,3.1
2254,Co O Ti,4.505358694942094,3.4
37234,C Cr H N Nd O,4.527973359357233,4.9
16509,Cu Dy La O Sr,4.06742120315482,3.5
19367,As Eu Sn,4.065746835805662,4.9
16360,Fe O P Sr,4.537413771313109,5.3
5347,In Pr S,4.527973359357233,4.2
2383,Ba Cl Cs,5.719947838384701,6.7
33596,H O Os Sr,4.5120876897646145,5.0
33055,Li N O Yb,4.534461084299648,5.0
37213,Na O P Pb Pr,4.537413771313109,4.9
18280,H N S Si,4.534461084299648,4.5
26270,Cd La Rh,4.065746835805662,4.2
7479,Np O Se,4.537413771313109,5.2
9764,La P Si,4.065717359938177,4.4
20641,Ge Hf Pd,4.062215674286633,3.7
2164,Mg Si Zn,4.062215674286633,4.8
39609,Cl Ga Se Zn,5.321196245631078,4.4
5527,Se Si Zr,4.062215674286633,3.5
6911,Na O Ru,4.5120876897646145,4.8
35104,Lu O Se,4.537413771313109,4.7
6792,Fe O P Sr Tl,4.537413771313109,4.5
4636,Nb O V,4.505358694942094,4.5
7100,Ga Rh Tm,4.058988365115656,3.5
37824,Ba Ca Cl Cu O,5.126823544396498,5.6
10916,Be Nb Ni,4.058988365115656,4.1
21200,Cs H O Si,4.554813085921378,4.6
34104,As Ce Li,4.062215674286633,4.9
5626,Fe Te Tl,4.5930734732609615,4.5
3694,Ag Cu Te,4.793725469866164,4.7
22920,Ba Co Fe O Re,4.074150197977342,4.8
4678,Ba Ho O,4.527973359357233,4.7
10141,Er In Pd,4.062215674286633,3.5
30421,F K Tc,5.962309650544633,5.6
3298,Cd Y,4.062215674286633,2.7
16977,B O Rh Sr Y,4.505358694942094,4.7
2698,Ba Cu F,5.126823544396498,5.6
28096,Ba La Mn Nd O,4.069248521457205,3.8
38445,H Mn N Se Sn,4.526994101303023,3.8
37105,Fe Nb O Pb Ti Zr,4.527973359357233,4.8
39434,H O P U Zn,4.537413771313109,4.9
23564,Fe Mo S Sn,4.527973359357233,3.7
5970,C Fe O S W,4.527973359357233,5.1
32241,Bi I O Yb,5.5899253265964255,4.7
25849,Br Hg Se Zr,5.325673898842421,5.7
21636,Cr Ga Sb,4.522350470486193,3.5
39696,Cs H O P Sm Sr,4.562311629645546,4.5
22267,H I Mg O,5.282379287812984,5.8
32786,Cu F Rb V,5.431618157426124,5.8
4607,Cd Cu Se Si,4.527973359357233,4.5
13574,C Cs K N Ni,4.0747030414892,3.9
8965,Cu O Pb Sm Sr,4.537413771313109,3.5
29431,Ag K S Sn,4.527973359357233,3.6
4147,B Er W,4.058988365115656,3.6
11913,O Pb Ta V,4.065717359938177,4.8
14630,Au Br Cs,5.699002338533921,5.9
34984,C Cs H Np O,4.527973359357233,5.0
16572,Ba Cl F Zn,5.367404773702168,5.8
11959,O Pr Sb Sr,4.522350470486193,4.5
12613,Cr Fe O Sr Ta,4.527973359357233,4.1
14434,Cr P Pd,4.058988365115656,4.5
17643,As Cs Ge Se,4.08636318869934,4.9
5993,B La O Sc,4.527973359357233,4.5
687,Al Ni Y,4.058988365115656,3.9
28143,Eu La O Sb,4.527973359357233,5.2
38399,K Nd O Pd,4.527973359357233,4.5
6304,S Sm Zr,4.062215674286633,4.4
13141,Li Mn O P Ti,4.527973359357233,4.3
35379,As Ba Nb O,4.08636318869934,4.2
26004,Ga In Mn S,4.06742120315482,5.0
16046,Ag S Sn Sr,4.492546147193558,3.0
11662,Cd F O Sc Ta,5.104498021856706,4.7
16853,Cd O Te Zn,4.803165881822041,5.1
39886,Gd Lu Mn Sn,4.062215674286633,4.1
1196,Ru Th,4.058988365115656,4.2
34114,Cl I N V,5.3603515404628785,5.8
28614,Eu O Rh Sr,4.5120876897646145,3.8
24298,Cu Ge O Si Yb,4.534461084299648,4.5
37991,Ba O Re W,4.5120876897646145,4.9
16468,Ca H K O S,4.536834847924909,4.1
38443,Bi Eu Sn Sr,4.069248521457205,4.2
28039,Cu Ga O Sr,4.527973359357233,4.6
23939,Ga Mg S Sc,4.527973359357233,5.1
39052,C Ca Cs F O,4.070952364673849,5.1
18431,Ca Eu Mn O,4.07768135949637,4.3
21080,O Ta W Y,4.065717359938177,4.7
5401,As Co Cr,4.062215674286633,4.0
21494,Ca Fe H Na O P,4.527973359357233,4.7
32653,Be O Sm Sr,4.505358694942094,5.4
33696,Ba O Pd Tb,4.5120876897646145,4.8
2510,Cs I Sn,5.679749442122709,2.6
2812,H O Tl,4.51498981838962,5.6
29236,Cs H Na O V,4.536834847924909,5.3
30180,Ba In Se Sm,4.527973359357233,3.5
10944,Gd O Sr V,4.508586004113071,4.9
14046,Ba C H N O,4.534461084299648,4.8
8660,Er Fe N Ti,4.522350470486193,3.0
20127,Ce I Mn,5.672532767834392,5.7
14732,H K Na O Si U,4.089864874350884,4.0
24810,Ba Cu O Pb Tl,4.527973359357233,4.0
492,Cu Ga,4.058988365115656,3.0
22777,Ag As Dy Zn,4.058988365115656,3.6
13472,C Ca H Na O,4.527973359357233,5.0
37100,B C Pu,4.058988365115656,3.0
6435,Cu La Nd O,4.070952364673849,4.5
7984,H O Sm W,4.5120876897646145,4.3
19848,As H O Tl U,4.562311629645546,4.8
35033,O Sb Sc Zn,4.065717359938177,3.9
14766,Al H O Ta,4.552208182408266,4.2
10945,Eu O Sr V,4.5120876897646145,4.8
31768,O Sr Ta Zn,4.081432036311719,4.1
13524,Ag O Se U,4.537413771313109,4.9
20537,H N Nd O S,4.089864874350884,5.2
7460,Al Np,4.058988365115656,3.3
14591,H Hf Na O,4.074150197977342,4.7
25089,As Nb Te,4.793725469866164,5.3
11710,Al Gd Mn S,4.06742120315482,4.6
1443,S Sr Tb,4.077930350660176,4.7
17639,C S Se,4.537413771313109,4.4
3033,Pt Sb Zr,4.058988365115656,4.1
139,Ce Cu,4.065717359938177,3.3
30814,H K O Re S,4.527973359357233,4.8
5080,Co Fe O P,4.527973359357233,4.7
32829,Ba Fe H O W,4.527973359357233,4.7
1862,B Mg O,4.527973359357233,4.7
20527,Al B Eu Gd O,4.058988365115656,4.7
40566,Cl H Zr,5.745234694008737,4.7
4470,Ba O P,4.537413771313109,5.3
17245,C H K Na O Re Ta,4.534229944411796,4.2
5111,F K O W,5.597402486794202,2.5
9997,Ge N Na,4.077930350660176,4.4
26465,Lu O P Zr,4.537413771313109,5.4
10660,Mg Pt Sb,4.522350470486193,4.4
14416,C Ho Rh,4.058988365115656,3.2
17413,Ce O Pb,4.537413771313109,5.4
36107,Ag Cu S Sb,4.527973359357233,3.8
1258,Fe O Zr,4.505358694942094,3.9
37110,Ba Co Fe Mn O,4.065717359938177,4.8
5990,Cu H N O,4.55660117805618,5.5
23463,Cs F Nb O,5.282379287812984,4.4
31013,Ba Ca Fe Nb O,4.069248521457205,4.0
11244,Br Cs H N O Ru,5.144188442975035,5.9
23779,Ca Ga Te,4.793725469866164,4.8
24410,C I O Ru,5.348972523089205,5.7
34215,As C Cr N,4.062215674286633,4.4
32207,Ba Li Mo N,4.065717359938177,3.8
3369,Hg Nd,4.062215674286633,3.9
3759,Mo Si V,4.058988365115656,3.9
37971,Ba Co Mn O Y,4.074150197977342,4.1
4299,Fe Ni Se,4.527973359357233,4.3
81,Ca Cu O,4.527973359357233,5.1
29250,Cd Ge Hg O Si,4.070648512325796,4.5
1899,Cl Dy,5.890219075368414,6.3
11969,Ba Mo O Pr,4.527973359357233,4.5
39284,O Pb Sm,4.065717359938177,4.9
32651,I O W,5.672782759544003,5.3
30189,B Bi O Pb,4.537413771313109,5.3
503,Gd Ge,4.062215674286633,4.0
3669,Fe Ga Nb,4.058988365115656,3.6
34554,Cs O Sn Tl,4.51498981838962,4.4
32955,F Pt Sm,5.803269017327153,5.5
37603,H K Na O Pt Te,4.089864874350884,4.8
17951,Al Au Pr Si,4.058988365115656,3.4
21574,Ho Nd O Zr,4.527973359357233,2.5
852,F La Rb,5.926949449352304,6.0
14834,Ca La Mn O Ru,4.07768135949637,3.7
3359,H U,4.065717359938177,4.7
18369,H Li O Sr Ta,4.527973359357233,4.3
34088,Co Cs F O Ta,5.126823544396498,3.7
17367,Cs Fe Rb S,4.074150197977342,4.0
8205,F Ge Li,5.741904453869471,5.7
32342,Cr Li N O,4.526994101303023,4.6
15255,Cr O Rb Sc,4.505358694942094,5.0
19705,Bi Cu O Te,4.527973359357233,4.9
29946,B F H O Rb U,5.071851891905303,4.6
13950,C Ce H K O,4.527973359357233,4.1
9965,Cr Ga Ni S,4.06742120315482,4.2
12296,Fe Ga Yb,4.058988365115656,3.3
37097,Ba Mg O W Yb,4.527973359357233,4.0
26547,Cd Cu Mn Se Sn,4.070648512325796,4.2
25621,As Co La O,4.070648512325796,4.3
12853,Bi Ca Ce Cu O Sr,4.069248521457205,4.7
23683,B H O Pr,4.559706726132433,5.0
6152,Al Ga Li O Si,4.06742120315482,5.3
34639,Mg Nd Pd,4.062215674286633,4.4
26048,B Cr Ir Sc,4.058988365115656,3.1
4258,Hg Mg Te,4.793725469866164,1.3
17354,C Cu Fe K N,4.058988365115656,4.4
28966,Li Nb O U,4.527973359357233,5.1
22461,Bi Mg Si Sn,4.065717359938177,4.2
38010,Hf Ho Mo O,4.070648512325796,5.2
21373,Cu S Sc Tl,4.489644018568552,4.2
4805,H O Rb S,4.515876896986947,5.3
25886,Cl Cs O Te V,5.218403925201586,5.6
25249,Li Mn O Rb,4.527973359357233,4.1
11065,Co Ni S U,4.527973359357233,4.2
35485,H Se Tb,4.496373013391072,4.9
16396,Eu F Na O P Sr,4.902287042068769,4.7
7981,Er H O W,4.552208182408266,4.1
6200,Cs Lu Mo O,4.074150197977342,5.0
32485,Ca I P,5.661775524098574,6.0
39290,C Ca Sn,4.062519526634685,5.4
12052,Nb O Sm Sn Sr,4.505358694942094,4.2
20586,Ce In Se,4.527973359357233,4.1
35981,Cu H N,4.5464977308189,4.3
39325,Ba Na O Sb Ti,4.527973359357233,4.1
34605,Ge Na O S,4.527973359357233,5.0
9699,B Sc Tl,4.058988365115656,4.4
4408,Mn Nd Sn,4.058988365115656,3.5
3788,Ni Sb Te,4.800213194808578,3.3
5777,H Ir Sr,4.065717359938177,4.8
5164,H Yb,4.069248521457205,4.5
17570,Eu Li Sn,4.065717359938177,4.5
22407,Ca O P Zn,4.537413771313109,4.9
13157,Ba Co Mn O,4.074150197977342,5.3
29306,Ba H O Si Sr Ti,4.554813085921378,4.8
12027,Mg O Sr Ti W,4.508586004113071,3.8
9158,Dy In O,4.527973359357233,4.3
8222,Cd Dy Mo O,4.070648512325796,4.9
9979,Ba In S,4.527973359357233,4.5
756,Ce Pd,4.065717359938177,3.7
31458,B Bi O Tb,4.537413771313109,4.2
39798,Bi O Sr Ti Zn,4.5120876897646145,3.8
18462,C F O Rb S,5.131878158991592,5.5
7406,La Mn O Pb,4.527973359357233,3.6
37936,Al Rh Sm,4.058988365115656,2.7
2234,Ce F K,5.712731164096385,5.9
10147,Al Pd Sm,4.058988365115656,3.8
24574,Cl Eu Na O P Pb,4.982503284790465,4.7
1745,Hf O Ti,4.508586004113071,4.5
21984,Al Cl Cu H O Pb S Si,4.875142422809864,5.5
31251,Ca Ge O V Zn,4.534461084299648,4.2
39182,La Li N O Si,4.526994101303023,4.1
32677,Na O Rb Sn,4.5120876897646145,4.4
3808,Re Si Y,4.058988365115656,4.2
37152,C Ca Eu O,4.070952364673849,3.9
3883,Ce Cu Mn,4.065717359938177,3.5
20599,Au Ga Hf,4.058988365115656,3.4
30496,Cs In Se,4.527973359357233,4.1
28514,As Nd O Sr Th,4.527973359357233,5.0
11248,B Sm Yb,4.058988365115656,2.7
28110,Ba C H O V,4.534461084299648,4.9
36061,Co Cr In,4.058988365115656,3.5
622,Pb Pt,4.062215674286633,4.0
25313,Ag H K O P,4.536834847924909,4.6
33567,Cl I Ta,5.739159130894286,6.1
36053,Ge K Mg O,4.08636318869934,5.7
36569,Mn Sn Tb V,4.058988365115656,4.3
23442,Cs Tl,4.065717359938177,5.4
31017,Al Mn Sc Si,4.058988365115656,3.5
28618,La S V,4.496373013391072,4.4
32845,O Sr Tl V,4.081432036311719,4.8
28725,Al Ba Fe H Mn O P Sr,4.0831358795283625,4.5
15385,Mn O Sb Sm,4.537413771313109,4.8
13594,Ba Mn Na Nb O,4.065717359938177,4.7
15409,C H I N O U,5.113320634225607,4.8
14675,Al Eu Ti,4.062519526634685,3.3
4399,N Tm,4.065717359938177,4.7
14351,Au Ce Sb,4.522350470486193,4.7
10221,Be Hf Pd,4.058988365115656,4.8
17985,Co Li Nd O,4.06742120315482,4.7
23254,C Fe H K N,4.527973359357233,4.1
1511,Al Sc Y,4.058988365115656,4.1
11099,Dy Nb O Zr,4.527973359357233,5.0
10985,In K Mg Mo O,4.077930350660176,4.4
40463,Ga K Mg O,4.0831358795283625,4.0
33256,Br C F O Os Tl,4.9722489393694875,5.8
27491,O P Ta V,4.065717359938177,4.8
30769,Ba Dy O Os,4.527973359357233,3.5
10894,Os Sc,4.058988365115656,4.7
3267,Be Ta,4.058988365115656,4.6
18738,B Fe O Sm,4.527973359357233,4.3
21562,Ge Mg Tb,4.062215674286633,4.2
3177,Fe Mg S,4.527973359357233,4.6
26848,Ge K O Sr,4.527973359357233,5.2
39970,C Co Fe N Na,4.058988365115656,3.6
25023,As F O S Se Te,5.077254207106163,6.2
25241,H Mg O W,4.527973359357233,4.8
37088,Cs Mn Se Yb,4.527973359357233,4.2
31206,Ce Ge In Ru,4.065717359938177,3.9
32921,Cl Eu O Ti,5.34574236928384,4.8
34807,C Cd H Na O,4.527973359357233,4.2
23106,Fe Mo Na O Zn,4.06742120315482,4.4
11530,Cu Dy Eu O,4.06742120315482,3.6
40073,H N Ni O Rb S,4.089864874350884,4.1
36969,Ba S Si U,4.499275142016078,5.1
17105,Al Cs K Mo O P,4.0747030414892,4.6
25355,Fe H O W,4.552208182408266,4.7
29359,La Ni Y,4.065717359938177,3.2
1018,Au In,4.058988365115656,3.5
857,Ga In Ni,4.058988365115656,3.3
7727,Cd K O Pb,4.527973359357233,3.0
12010,Cd O Pb Ti W Zr,4.537413771313109,4.7
24706,Al Cl F Pb,5.3177945998091865,5.7
32273,Ba Li Mg Si,4.065717359938177,5.2
11581,Al Ge O Pr,4.534461084299648,5.0
9558,Gd Ge Ru,4.062215674286633,3.7
14964,Cs Pt,4.065717359938177,4.5
19535,Co Ho Mn Sn,4.058988365115656,3.0
1650,Co Ni P,4.522350470486193,3.8
31152,B Ba Bi S,4.527973359357233,3.9
5850,B Na O S,4.527973359357233,5.3
9722,Dy Fe Ni,4.062215674286633,4.0
20829,Co Fe Mo O Sr,4.06742120315482,4.2
15009,Cd I O Pb Se,5.143496315264421,5.0
34912,Rh Si Sm Sn,4.058988365115656,4.0
25222,Cu Mn Nd Si,4.058988365115656,3.7
29234,Cd Cl H O Sr,5.113940357052736,6.0
37622,Ga Ru Sm,4.058988365115656,3.8
24072,La Lu Na O W,4.074150197977342,5.1
28469,Ge La Ni Ru,4.065746835805662,3.6
13562,C Co Cu Fe K N,4.058988365115656,3.2
16226,La N O Ta,4.534461084299648,4.0
16728,Pb Pt Yb,4.062215674286633,3.3
11454,Nd O P Tl,4.537413771313109,5.3
39611,Br Ga Se Zn,5.317426202681902,4.9
31523,B Eu O Sb,4.527973359357233,4.8
22092,Ga Ir Nd,4.058988365115656,3.5
26149,Al Ca F K,5.126823544396498,5.7
33664,Cs S Tc,4.496373013391072,5.2
18473,As B Cs F,4.070648512325796,5.7
40258,H K Nb O Y,4.089864874350884,3.7
1634,Cl K Rh,5.959047880299811,6.6
8845,Ca H O S,4.562311629645546,5.5
15303,Er Li Na S,4.070648512325796,2.9
38096,Li O Pb Ti,4.537413771313109,3.9
17995,Al Fe Li O P,4.06742120315482,4.2
26017,Cu Fe O Pb Sr,4.527973359357233,3.8
35728,C H Li O Sm,4.536834847924909,4.6
11599,Eu Fe Ge O,4.074150197977342,5.1
12133,Cu Fe La O,4.06742120315482,3.8
26085,Ba Cu O Pd,4.527973359357233,3.9
40202,Ba Cl Co Cu O,4.975291506062292,5.5
26064,I O Pb Rb,5.512207815874696,5.6
21631,Ba K Mn O,4.089864874350884,5.2
16553,O Rb Se W,4.527973359357233,5.1
32385,O Pb Rb Se,4.074150197977342,5.7
17276,As Cr Na O,4.070648512325796,4.3
15897,Ge Sb Se Te,4.534461084299648,5.1
19410,Na Se Te,4.803165881822041,5.6
13613,Cl Nb Rb V,5.3466433173236645,5.8
31624,Cr Dy Ga,4.058988365115656,4.4
31344,As F Hg Xe,5.38664685994285,6.3
8207,Mo Np O,4.527973359357233,4.7
4201,Ga Pb Te,4.800213194808578,5.1
24780,Ca O P Y,4.537413771313109,5.2
20707,B Ca Cl H Mg O,5.126823544396498,4.5
2339,Mn O Ta,4.505358694942094,4.4
33854,C Cd N Rb S,4.522350470486193,4.6
10811,Al C Tm,4.058988365115656,3.6
32444,Ga Ge I Sb,5.133311269338913,5.4
23077,Bi Ca Cu O Sr Tl,4.07768135949637,4.7
30542,B Cl O Tb,5.582554356358536,5.0
2723,Ca Dy O,4.527973359357233,5.0
27838,Cl Cs H N Np O,5.093681247158593,5.8
38900,Cs F H N,5.282379287812984,6.3
2474,Cl Mo O,5.488763474048876,6.6
22226,Cd O P Sr,4.537413771313109,5.0
34929,Ba Ce O Ta,4.527973359357233,4.4
21097,Mn O Sr Ta,4.505358694942094,3.1
37150,Co Mg O Ta,4.527973359357233,4.6
29554,Nb O Pb Si Ti Zr,4.537413771313109,4.8
34022,Ca H Na O Sb,4.536834847924909,4.4
13846,C H I N Pd S,5.113320634225607,4.9
31061,Cu O Pb Te,4.537413771313109,5.5
20088,I La Te,5.819587387882024,6.4
17608,P Rb S Ta,4.527973359357233,4.6
11076,Cr Fe S U,4.527973359357233,3.6
24117,Ca Pd Zn,4.065717359938177,3.6
14751,B Ca Cl Fe H Mg O,5.126823544396498,4.2
33472,B Br H K,5.602198165048485,4.8
29470,Ba Ca Fe Nd O,4.069248521457205,3.1
30292,Ag F Sr Te,5.30002427495201,5.0
6640,Ge O Ti Tl,4.508586004113071,4.7
14343,Co Ga Lu,4.058988365115656,3.0
3164,Br Dy Li,5.842365005805089,6.1
31154,Cu H K Mo O,4.526731400687629,5.0
17611,H Mn N O P,4.526994101303023,5.4
5239,As Ni Yb,4.062215674286633,4.0
28734,Al Ca H O V,4.527973359357233,4.1
24174,B Ca Fe H O P,4.070952364673849,4.1
38306,Nb Se Sm,4.489644018568552,4.7
4260,Hg Pb S,4.534461084299648,5.2
5942,F H K Na O Ti,5.131990557211465,5.7
3783,Nd Se,4.496373013391072,4.9
34029,Ba Ga In,4.065717359938177,4.6
23329,Ca La Mn Mo O,4.069248521457205,3.9
14034,N Np O Rb,4.527973359357233,4.8
22573,Lu Na O P,4.527973359357233,4.0
30110,C Eu H I N O S,4.527973359357233,4.9
5482,B Ir Mg Mn,4.058988365115656,3.3
3283,Bi Zr,4.065717359938177,5.2
22063,As Ca Cu H Mg O Zn,4.074179673844825,4.6
23995,Cd Na S Sn,4.527973359357233,4.4
14855,Ag Pb Sm,4.058988365115656,3.5
25417,B Mg Mn O Sb,4.06742120315482,4.5
18377,C F Gd H N O,4.905269334319863,4.6
40484,Ag O Tl V,4.5082608235671,4.1
21146,Ba Co O Y Zn,4.527973359357233,4.5
3955,Al Si Zr,4.058988365115656,4.0
38987,Cl H O Pu,5.653717762207406,4.7
27728,Be H O Si,4.554813085921378,3.5
14420,B Hf Os,4.058988365115656,3.9
35760,C F H O S Yb,5.047698248894479,5.4
35639,C Cl Cr O P,4.982053861897558,5.5
18134,Bi Eu O Rh,4.527973359357233,3.9
39940,Bi Fe O Pr Ti,4.527973359357233,4.5
9064,Ba Be O U,4.527973359357233,5.1
37745,Al Li Te,4.793725469866164,5.2
16058,Cd Ce Sb,4.522350470486193,2.6
5075,Cl H Li O Zn,5.2418743009409745,6.0
39109,Fe Li Mn Ni O,4.058988365115656,4.4
29357,Cs Np O S,4.527973359357233,4.7
19008,Nb O Sb,4.537413771313109,4.8
10879,F Ge,5.780070943824517,6.4
5985,Eu Ge O Sb,4.534461084299648,4.8
21960,Au La Mg,4.062519526634685,4.3
38618,Ba Cs In O P,4.089864874350884,4.7
28318,B Ca Cl H K O,5.126823544396498,4.6
22683,Fe Ge Li Na O,4.058988365115656,4.7
7847,Co La O Sb,4.527973359357233,5.2
12452,Cl Cs Pt,5.967308209103106,5.9
1636,Cl La Rb,5.926949449352304,6.7
